order_item_id,order_id,product_id,unit_price,quantity,item_price,created_at,updated_at
ef84e223-61e6-495f-8183-f3d3892fe382,484d08e4-a173-4a51-9345-0cfbb09c2a0b,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,2,88.66,2025-09-21T09:21:02.527965,2025-09-21T09:21:02.527965
f6b14d3c-9bd0-4c94-99c1-3b6a3e559c92,484d08e4-a173-4a51-9345-0cfbb09c2a0b,18ed83ea-2ab2-4393-bb2a-e4a271fa1e9f,39.85,3,119.55,2025-09-21T09:21:02.527965,2025-09-21T09:21:02.527965
fa562112-326b-4925-b532-55905cb58b52,484d08e4-a173-4a51-9345-0cfbb09c2a0b,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,3,95.25,2025-09-21T09:21:02.527965,2025-09-21T09:21:02.527965
c287b54d-651b-4b48-bf87-1763609e19ca,77a4007e-a84f-45aa-a0e8-a15d8f659ca6,abdaf68c-bb26-41f2-b9cf-fd3be5386769,11.25,1,11.25,2025-09-21T00:34:05.262584,2025-09-21T00:34:05.262584
ccecabf9-3842-4469-a017-59a32da6192f,37479bd0-e7d3-425e-9f35-e755952ca789,616d1254-ea05-4b1c-8341-75524a324884,16.96,1,16.96,2025-09-20T18:15:23.109090,2025-09-20T18:15:23.109090
b36fa706-d911-4eb2-b40a-af125e4fd54b,37479bd0-e7d3-425e-9f35-e755952ca789,f326941b-319c-419c-a4a3-1b814f7e06db,23.48,2,46.96,2025-09-20T18:15:23.109090,2025-09-20T18:15:23.109090
53f988f2-e889-4e94-a7be-826322a1d0aa,37479bd0-e7d3-425e-9f35-e755952ca789,0b036f89-0d4b-4a73-adcf-28a1b038f1c9,13.4,2,26.8,2025-09-20T18:15:23.109090,2025-09-20T18:15:23.109090
4e4d8010-165f-4688-8893-e5b1132d6a0b,1303599a-76e6-4809-bfa6-7d1a911e59bb,735221cc-c55c-4152-bf06-275bb84b84fa,27.62,2,55.24,2025-09-20T22:58:34.459185,2025-09-20T22:58:34.459185
8985d0c9-cb88-41e3-ad4e-ada0e3866cd7,b5961bb0-da51-4586-b406-48eba9bda282,729d9d13-044c-4631-a926-bc04c4d8fd8a,27.0,2,54.0,2025-09-20T18:49:06.800176,2025-09-20T18:49:06.800176
e7e42b8f-71d8-4b78-bdb9-3f1cf279a156,b5961bb0-da51-4586-b406-48eba9bda282,66c8bceb-921f-4988-9219-adf4b01457aa,19.12,1,19.12,2025-09-20T18:49:06.800176,2025-09-20T18:49:06.800176
9b27431a-8903-4ed1-8bda-012f64c4b2cd,b5961bb0-da51-4586-b406-48eba9bda282,20820f52-d241-4e04-a232-0ca834d17eb4,19.56,2,39.12,2025-09-20T18:49:06.800176,2025-09-20T18:49:06.800176
dbb18872-56d3-48e6-8037-3462f4589429,b5961bb0-da51-4586-b406-48eba9bda282,81d68b43-c006-4ee2-b194-cb39a3308030,18.84,2,37.68,2025-09-20T18:49:06.800176,2025-09-20T18:49:06.800176
