order_id,customer_id,order_date,status,total_amount,created_at,updated_at
21ee5c3d-a4b6-468e-aba0-50a5701f1b6d,61a68596-bff9-4835-83d2-d36dbce9bf1a,2025-09-19T18:20:32.947397,cancelled,139.35,2025-09-19T18:20:32.947397,2025-09-19T18:20:32.947397
569c70d6-d822-40ea-9189-9e7b8bd02c0f,6ac3084c-c0ee-428c-8234-7bf77a519d61,2025-09-16T16:23:50.727728,pending,66.42,2025-09-16T16:23:50.727728,2025-09-16T16:23:50.727728
b283f7fd-d52b-4b59-8ff8-93170f32874d,999a9ffd-f2d6-481c-92ad-75bb31488b53,2025-09-20T22:13:36.378884,shipped,59.25,2025-09-20T22:13:36.378884,2025-09-20T22:13:36.378884
fa306306-e40a-4e63-90b1-48492e8f0f65,e09a09dc-3623-4c75-a282-44644adc7f89,2025-09-20T01:46:33.207010,pending,81.98,2025-09-20T01:46:33.207010,2025-09-20T01:46:33.207010
8ab1323f-0a5f-485b-b158-634ead61ed2e,d1a374a8-6a54-4857-8afc-f3dc4091b4d1,2025-09-17T18:33:58.067149,pending,139.4,2025-09-17T18:33:58.067149,2025-09-17T18:33:58.067149
ae3c5db9-b890-410a-a9ef-6e28a1a04758,307ff674-d3bc-4091-a30e-17ddb169b86d,2025-09-22T13:38:26.674280,delivered,73.72,2025-09-22T13:38:26.674280,2025-09-22T13:38:26.674280
0d9b61da-cc1c-4b1b-9548-f1170f5e07d2,d96f32ae-b8ea-4da8-a0a2-ef22c3eb5770,2025-09-22T00:38:18.136113,delivered,112.92,2025-09-22T00:38:18.136113,2025-09-22T00:38:18.136113
eab7710d-1707-4505-b45b-2d4066171a4e,ea38c7dd-19b9-4d94-af2b-abb7df0233cb,2025-09-18T23:43:34.634625,pending,93.04,2025-09-18T23:43:34.634625,2025-09-18T23:43:34.634625
04eb3b70-c40f-4a0a-8601-2ac30c9362d6,fb55592b-7de9-4ae4-a9d1-af6aa3b262b1,2025-09-20T20:15:35.676223,cancelled,253.25,2025-09-20T20:15:35.676223,2025-09-20T20:15:35.676223
baa0100e-26d8-4b15-a075-20425ecaea36,5454e07b-b762-4196-8baf-6ddcd2e7651a,2025-09-23T06:35:19.718082,pending,230.93,2025-09-23T06:35:19.718082,2025-09-23T06:35:19.718082
a7468da5-b4d4-4436-ab57-1688f52f2843,7101e865-117d-4b48-b856-1b605e010bd7,2025-09-16T16:18:21.963743,pending,20.55,2025-09-16T16:18:21.963743,2025-09-16T16:18:21.963743
b7de1329-62a4-4c58-ba11-76f9f03cd516,9579a900-0211-46bd-beb9-1a594be5ff95,2025-09-17T10:28:28.612595,delivered,151.72,2025-09-17T10:28:28.612595,2025-09-17T10:28:28.612595
1c49635d-8a13-49b7-9b9c-d9909ae59e3f,ba21cd6b-cc00-4222-811e-d615954e31a2,2025-09-17T12:26:02.797688,shipped,65.14,2025-09-17T12:26:02.797688,2025-09-17T12:26:02.797688
4325ce0e-7d65-442f-a2b2-43dd6cfa4d29,d32522fb-6768-466b-a3d5-229f96f5fb79,2025-09-22T06:34:06.430290,cancelled,108.62,2025-09-22T06:34:06.430290,2025-09-22T06:34:06.430290
902c7782-8d35-4c89-805e-d655bf0ebc25,6b83cb87-8068-449a-b4cd-8d765581d6f3,2025-09-21T17:38:50.064173,cancelled,23.07,2025-09-21T17:38:50.064173,2025-09-21T17:38:50.064173
b72a86bc-f48c-477c-932a-92ce06c6b94c,c5c3b52c-af8b-43b2-a1de-d374bca6f221,2025-09-17T02:56:44.932012,cancelled,160.57,2025-09-17T02:56:44.932012,2025-09-17T02:56:44.932012
6e4da4a9-66f3-498e-9ef1-93f5e3bdefae,ced68926-dea9-43ca-948c-11dfaa23dd83,2025-09-18T14:58:32.464277,shipped,40.58,2025-09-18T14:58:32.464277,2025-09-18T14:58:32.464277
addc4821-4960-4725-96c0-bcdae7262baa,0572b9af-fcd9-4f42-9d11-9fb24b48cde7,2025-09-20T19:05:30.450853,cancelled,10.79,2025-09-20T19:05:30.450853,2025-09-20T19:05:30.450853
09df1f5a-dce2-4223-a265-d8c22b53eb58,8d1921fb-47b1-471f-a5ea-c1617ad2b46d,2025-09-21T03:54:25.201469,shipped,198.78,2025-09-21T03:54:25.201469,2025-09-21T03:54:25.201469
2c14f370-b2d5-43fa-96d8-27f83f998292,a037428d-e627-4647-9c77-1b9db55bb62e,2025-09-19T15:44:17.633337,shipped,260.6,2025-09-19T15:44:17.633337,2025-09-19T15:44:17.633337
01ee5a13-4d49-4005-b1a1-5027b504c12d,95db9494-888c-4ab6-98e3-51bc9de695f5,2025-09-17T02:38:48.315436,cancelled,73.5,2025-09-17T02:38:48.315436,2025-09-17T02:38:48.315436
199a9294-c3e7-41a5-8517-c3fb62baf354,8a33bd9f-7f35-48ef-9559-2f6b2f585fa9,2025-09-17T08:18:58.255639,delivered,218.93,2025-09-17T08:18:58.255639,2025-09-17T08:18:58.255639
932d6013-0a34-42ea-9994-6d07e0fa0494,99c22f22-3210-4783-b178-0100aa60515d,2025-09-22T22:09:29.501447,shipped,243.59,2025-09-22T22:09:29.501447,2025-09-22T22:09:29.501447
1af1c260-7444-44f3-b944-13e0f2fa01bb,05c58502-44db-457f-9e55-e9b7b13081fe,2025-09-18T17:01:00.511263,delivered,83.63,2025-09-18T17:01:00.511263,2025-09-18T17:01:00.511263
55f8cee1-72c9-47f4-b02d-5e1b13fc7b5b,abf94555-634e-438b-bd7e-772fc6a95c16,2025-09-20T19:02:05.566433,delivered,34.34,2025-09-20T19:02:05.566433,2025-09-20T19:02:05.566433
475decf6-1433-4797-86ce-75b0430aed90,88e50ed1-46bc-4f0b-b80f-a39bed65aefb,2025-09-19T13:16:09.971143,delivered,133.92,2025-09-19T13:16:09.971143,2025-09-19T13:16:09.971143
da9d8d05-1de0-4053-bb41-534562c55aa7,7fc6b1b4-ed00-4dc0-91a7-db201d97392a,2025-09-22T03:23:45.555689,delivered,58.74,2025-09-22T03:23:45.555689,2025-09-22T03:23:45.555689
a4d90181-8c54-444e-b453-04c19c916d93,cb1c4b65-4ccc-473b-9c51-915dcda58e60,2025-09-21T01:32:49.171861,shipped,196.21,2025-09-21T01:32:49.171861,2025-09-21T01:32:49.171861
d463038a-41f1-4a13-8bf9-65cd7706b391,663d9f89-bd78-42e0-85fa-3cab3799e84f,2025-09-18T19:40:48.147219,delivered,103.02,2025-09-18T19:40:48.147219,2025-09-18T19:40:48.147219
8c67fa2f-65ce-4a9a-a49f-c2d4aa7f79b2,905c8be3-f145-429a-a6fc-3308a1cd697f,2025-09-23T01:30:42.810470,delivered,69.64,2025-09-23T01:30:42.810470,2025-09-23T01:30:42.810470
3dbdf5ff-c70b-4108-bff2-527be0da8fef,38ef9b64-a399-45a8-bfb3-fccd60db0200,2025-09-21T23:08:30.982784,pending,198.56,2025-09-21T23:08:30.982784,2025-09-21T23:08:30.982784
2335be1a-4390-4868-841f-75d61e6fcd62,e87f335d-5fce-4541-9a6d-6ad1bc7f1386,2025-09-20T19:31:34.177595,cancelled,100.44,2025-09-20T19:31:34.177595,2025-09-20T19:31:34.177595
3a9b849d-ffcc-48a9-aabf-d3ffcec363b3,a2000305-df25-4f90-9064-be8f7e64ef55,2025-09-20T21:18:47.046082,cancelled,68.08,2025-09-20T21:18:47.046082,2025-09-20T21:18:47.046082
3f52ade5-8ea9-4c20-977f-983398a7f27d,56eacb20-40d0-4889-abbb-6c0c176a9deb,2025-09-23T10:08:04.552673,delivered,15.54,2025-09-23T10:08:04.552673,2025-09-23T10:08:04.552673
943db85d-2405-4e20-8d35-f3f114472d54,f46154f0-a4dc-4dc9-9eef-31fc68b1c050,2025-09-19T20:00:15.926567,delivered,34.35,2025-09-19T20:00:15.926567,2025-09-19T20:00:15.926567
440a15a5-e7cd-403e-805c-3da2932263f1,09a5a929-f2c7-466f-a275-5e8f5ebecb92,2025-09-23T11:57:35.248966,cancelled,167.48,2025-09-23T11:57:35.248966,2025-09-23T11:57:35.248966
9b9c4c95-ca50-4da1-856b-a951d2ba87d3,b182c01b-a104-4a74-9572-e7ec514865a3,2025-09-20T19:17:12.125048,pending,145.68,2025-09-20T19:17:12.125048,2025-09-20T19:17:12.125048
f8b06c2a-d36f-4cd9-ab41-572d094c770b,a63a4d2f-0a47-4d6c-a367-1ef25e589444,2025-09-20T17:39:31.561460,cancelled,142.42,2025-09-20T17:39:31.561460,2025-09-20T17:39:31.561460
cb078379-e15a-405e-8c88-42958cad5a3b,4ced4d99-e7af-4304-812a-c500f64d2ead,2025-09-22T01:31:56.957798,delivered,128.37,2025-09-22T01:31:56.957798,2025-09-22T01:31:56.957798
cb598868-d585-473c-bbbe-5ae98091a30f,807025a7-23fe-4c78-9853-30d6829edc39,2025-09-19T03:56:57.856298,shipped,119.57,2025-09-19T03:56:57.856298,2025-09-19T03:56:57.856298
608e5827-4f25-4f3f-866b-87ce42070d78,547212c1-7747-4f9d-a328-cfc6074ded49,2025-09-21T13:01:04.531596,cancelled,180.37,2025-09-21T13:01:04.531596,2025-09-21T13:01:04.531596
05ff87c7-3530-4ec3-a004-1176a2cfaa04,325907a5-c002-474b-b9de-817ce65a43b9,2025-09-21T18:00:49.501480,shipped,88.68,2025-09-21T18:00:49.501480,2025-09-21T18:00:49.501480
24456bd3-f931-44e8-9b89-c80d737e5791,0a20ca29-80db-43b2-9edc-653ac5e24ad8,2025-09-19T10:53:04.507717,delivered,29.6,2025-09-19T10:53:04.507717,2025-09-19T10:53:04.507717
d16513df-36c6-4cab-bab1-b9e2bf0aab35,7d76c120-ceed-43cb-b3a9-3c8cb82e1be0,2025-09-16T19:13:15.603020,delivered,101.33,2025-09-16T19:13:15.603020,2025-09-16T19:13:15.603020
f427ae01-fdc7-440f-a2fa-1ac0f6e28640,41546e43-4f00-4cd7-b1a6-02b7e33125e4,2025-09-23T01:20:32.523708,pending,62.14,2025-09-23T01:20:32.523708,2025-09-23T01:20:32.523708
c6f7e6c8-feea-4572-8895-69137753fa4a,18f00564-7095-423e-8864-26e25a9ccc76,2025-09-17T13:11:19.349115,pending,7.57,2025-09-17T13:11:19.349115,2025-09-17T13:11:19.349115
3f609449-5e4b-4bcc-b4c0-056678ac2ab7,c4ded874-3631-4596-9f5b-f7d067284c1f,2025-09-23T14:23:42.112520,shipped,90.9,2025-09-23T14:23:42.112520,2025-09-23T14:23:42.112520
9d99c285-2a1a-4669-b4c3-24d224d97dc4,27743a3b-04ce-47b5-bd5a-7740c1bbc2d8,2025-09-17T00:38:03.049743,delivered,185.98,2025-09-17T00:38:03.049743,2025-09-17T00:38:03.049743
2ad83570-fba3-4e48-8714-2e57b2eddb4e,bcf19f6d-05d0-4d87-bb43-97a2f4b10869,2025-09-17T02:11:31.792708,shipped,203.47,2025-09-17T02:11:31.792708,2025-09-17T02:11:31.792708
801042bf-34a4-4c01-99b2-a446574aab4b,95e64ea9-c109-4934-89cc-4c3f030f7886,2025-09-18T09:06:08.472134,pending,132.6,2025-09-18T09:06:08.472134,2025-09-18T09:06:08.472134
e8cf8f0c-6a2d-4ad1-b9c0-11742bcfe5d8,bb4f9bf7-05a2-49c3-9048-6ab65fac43d7,2025-09-19T11:22:02.390669,shipped,46.14,2025-09-19T11:22:02.390669,2025-09-19T11:22:02.390669
76bf97d1-95f7-4238-9a2f-1b5627527ce0,335cc0ee-ee29-4259-b3fd-465f8ef911ae,2025-09-20T15:22:16.646972,pending,85.11,2025-09-20T15:22:16.646972,2025-09-20T15:22:16.646972
59089141-a861-47a6-a5f2-8e2ab1320837,50834dbc-0176-4323-a251-48e23268ba6f,2025-09-23T10:57:20.265143,cancelled,215.98,2025-09-23T10:57:20.265143,2025-09-23T10:57:20.265143
00c93980-3769-4fd8-9db8-09164b3cb650,e9da444e-2433-41eb-ac9a-1a4aeffb1175,2025-09-18T13:44:24.141164,delivered,59.07,2025-09-18T13:44:24.141164,2025-09-18T13:44:24.141164
9e630e93-0b00-477e-a7f7-5725d703180b,907a8117-91a2-41ce-b0fb-ac18c7c2cc81,2025-09-22T14:46:53.280154,cancelled,118.72,2025-09-22T14:46:53.280154,2025-09-22T14:46:53.280154
12a8f904-90eb-4102-aa41-d6ea72d6073e,98aafee6-84a2-4cee-9ea4-c890de23c08a,2025-09-22T12:38:40.114698,shipped,83.81,2025-09-22T12:38:40.114698,2025-09-22T12:38:40.114698
9c1e049a-c179-4bda-a7e0-15ecd0c778f7,50d430de-fe8a-4cca-9049-48748105cbe1,2025-09-18T18:24:21.966105,pending,23.78,2025-09-18T18:24:21.966105,2025-09-18T18:24:21.966105
ca41173e-c094-4ed9-b403-1316b32046f6,836f2858-a5ed-43c8-881d-0edfa7d21a1b,2025-09-23T03:31:39.948524,pending,110.25,2025-09-23T03:31:39.948524,2025-09-23T03:31:39.948524
30111f88-453c-4103-bef9-4dc5cf375a54,dcf6369c-dd04-4df6-92a3-bf1c80fb4eb8,2025-09-22T20:59:24.120238,shipped,170.48,2025-09-22T20:59:24.120238,2025-09-22T20:59:24.120238
0ee4153f-653f-4380-868a-51808eb62b29,bb39d230-0954-4b9c-b2a3-28e1c723db41,2025-09-19T01:03:11.984797,cancelled,269.53,2025-09-19T01:03:11.984797,2025-09-19T01:03:11.984797
393c1ac2-c93d-4375-acaa-a244559a5c3b,9cfc58cf-01d3-4df5-ae6d-43ce6922cfe4,2025-09-19T05:36:36.462571,cancelled,51.12,2025-09-19T05:36:36.462571,2025-09-19T05:36:36.462571
836384d9-d76d-4374-8721-ba872db2417a,fd8dc291-e967-4f2b-a84e-3000b00736b9,2025-09-19T20:30:23.413341,pending,90.5,2025-09-19T20:30:23.413341,2025-09-19T20:30:23.413341
1862ce1a-dfce-4207-81be-bfb7f1184428,39db260a-c948-483b-8b50-2d42c742b5f3,2025-09-21T05:48:11.487897,delivered,49.78,2025-09-21T05:48:11.487897,2025-09-21T05:48:11.487897
423be2c5-f62d-484b-af93-68d00e66814b,8b26b591-d02a-4470-b2fa-7577fb36b773,2025-09-20T02:42:37.257916,cancelled,5.88,2025-09-20T02:42:37.257916,2025-09-20T02:42:37.257916
25bd88fe-e4bc-45c2-b02a-ca57c4c3803b,325907a5-c002-474b-b9de-817ce65a43b9,2025-09-21T08:41:14.088990,delivered,99.97,2025-09-21T08:41:14.088990,2025-09-21T08:41:14.088990
b2e7b22b-7647-46c3-8aba-51ba3aa0bf30,6077ad04-8010-454d-9087-10e4ac00f6ef,2025-09-20T04:05:52.848487,cancelled,116.49,2025-09-20T04:05:52.848487,2025-09-20T04:05:52.848487
5f9240ae-cef8-45af-88bf-90f8c116a546,71f91cc9-8bb5-49d7-9517-b629a2ad86f2,2025-09-19T00:50:34.628994,pending,65.29,2025-09-19T00:50:34.628994,2025-09-19T00:50:34.628994
393afe2d-8d01-4d1d-aa9f-460a8cac6c72,c764e9b0-e268-4789-abce-d1fc3a86225e,2025-09-17T19:19:55.205692,cancelled,54.36,2025-09-17T19:19:55.205692,2025-09-17T19:19:55.205692
f2ef3d11-6512-4bf3-92c2-e92e515b5fd9,e0ec201d-07fc-46ed-be56-37c8ba6a0a18,2025-09-17T18:23:36.331392,shipped,59.2,2025-09-17T18:23:36.331392,2025-09-17T18:23:36.331392
0693f2fb-f286-4b4f-bbde-18bca02095b7,a3e1f571-d282-43d9-b4d9-485d52301236,2025-09-19T20:11:45.095688,cancelled,29.34,2025-09-19T20:11:45.095688,2025-09-19T20:11:45.095688
6d3c1d14-5fce-4242-bef2-4335dbc201a3,325907a5-c002-474b-b9de-817ce65a43b9,2025-09-23T11:53:47.281039,cancelled,56.71,2025-09-23T11:53:47.281039,2025-09-23T11:53:47.281039
a4bc31e7-cefb-4ebb-a25d-36f2dd2fe897,cc0d94f1-2df4-4337-9c2f-76d7e2e09af5,2025-09-20T07:43:28.228997,shipped,39.12,2025-09-20T07:43:28.228997,2025-09-20T07:43:28.228997
88c3cdcf-4596-4953-a917-9fb25245828b,0bbb2188-ef9a-46b4-9f4c-0de37d4ecd83,2025-09-17T09:29:53.289339,shipped,15.63,2025-09-17T09:29:53.289339,2025-09-17T09:29:53.289339
ba184f11-f572-4031-b197-cb8177fdfd52,55b50633-236a-4b8c-a34e-e5bf3fa82a1b,2025-09-23T07:11:25.123381,cancelled,112.29,2025-09-23T07:11:25.123381,2025-09-23T07:11:25.123381
3b46d69e-b176-4fc2-bf03-2e6cfcfa4720,4e1f588a-45a9-4d5c-87c6-cb38e7c0d515,2025-09-22T05:46:30.843669,shipped,170.22,2025-09-22T05:46:30.843669,2025-09-22T05:46:30.843669
c478c55c-3c29-4417-924c-93f015efe61e,9d4b1495-fb30-48a8-b9df-0616a452076a,2025-09-21T03:12:13.797276,shipped,208.89,2025-09-21T03:12:13.797276,2025-09-21T03:12:13.797276
fce6a0b3-2cc4-4f21-8d7b-f5bdd3776898,076ced94-dbe1-4253-b6bd-3791be5b3f87,2025-09-20T14:38:40.502299,shipped,133.32,2025-09-20T14:38:40.502299,2025-09-20T14:38:40.502299
b5cd175c-c80f-4dce-a471-dc6ef4736148,cc0d94f1-2df4-4337-9c2f-76d7e2e09af5,2025-09-17T03:06:17.789692,shipped,204.1,2025-09-17T03:06:17.789692,2025-09-17T03:06:17.789692
a5d9bbb6-5e67-4de5-9086-9fcc4453ef21,b7897ef3-4949-4306-aabb-d8e85e6445cf,2025-09-20T05:05:09.751862,pending,89.47,2025-09-20T05:05:09.751862,2025-09-20T05:05:09.751862
5c23b204-e221-43ea-9993-37bf5f2c4c4e,91a9caf4-fc10-4455-ad4e-2e82a9fb93b0,2025-09-17T11:00:53.057034,pending,162.56,2025-09-17T11:00:53.057034,2025-09-17T11:00:53.057034
055914ad-095e-4307-8a6d-6a9256162ed8,6da5d9f1-76e1-4b48-8fc9-41f6c9a3b4c2,2025-09-20T09:57:21.113863,delivered,216.33,2025-09-20T09:57:21.113863,2025-09-20T09:57:21.113863
