order_item_id,order_id,product_id,unit_price,quantity,item_price,created_at,updated_at
e34b13d6-26a0-46a1-a13a-3bae5668eaf0,dd06f8be-9026-4060-a883-9979d4b34520,d9061689-8575-4e02-9c7b-35c9965c35cd,5.02,1,5.02,2025-09-20T05:53:29.401361,2025-09-20T05:53:29.401361
de0f7b59-3834-48a5-8fee-fde0b134d382,dd06f8be-9026-4060-a883-9979d4b34520,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,2,61.98,2025-09-20T05:53:29.401361,2025-09-20T05:53:29.401361
0dfa53ce-b081-4cd7-a8a7-e15541acbf4e,dd06f8be-9026-4060-a883-9979d4b34520,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,1,15.18,2025-09-20T05:53:29.401361,2025-09-20T05:53:29.401361
e5c852ff-ab06-4ded-9122-902eb62893e1,4e45291a-bd77-4c0d-8286-6e6ad948396a,18ed83ea-2ab2-4393-bb2a-e4a271fa1e9f,39.85,1,39.85,2025-09-20T03:01:28.515380,2025-09-20T03:01:28.515380
ec12ebe8-2cb1-4cf4-a407-8a1c545d52b7,4e45291a-bd77-4c0d-8286-6e6ad948396a,188febeb-eeb0-440d-8768-2aff056d4880,15.3,3,45.9,2025-09-20T03:01:28.515380,2025-09-20T03:01:28.515380
0055dc16-6514-416a-9c67-8254efe194f3,42a60883-2a6a-4a37-84e1-b5d8a7d9e0ff,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,2,89.32,2025-09-19T22:07:42.693695,2025-09-19T22:07:42.693695
fe9c84c6-f2de-496e-a263-7278292bacf5,42a60883-2a6a-4a37-84e1-b5d8a7d9e0ff,1f9986a6-d4e5-4d32-9683-3fef406517f0,48.11,2,96.22,2025-09-19T22:07:42.693695,2025-09-19T22:07:42.693695
b85bb955-26f2-4155-b22d-261f21702ef0,42a60883-2a6a-4a37-84e1-b5d8a7d9e0ff,37ddd7b4-5d2c-4269-882d-8eeb09b22856,38.63,3,115.89,2025-09-19T22:07:42.693695,2025-09-19T22:07:42.693695
3a483a86-2a3e-4d09-b618-8437d77e8598,2fa78de0-0345-4129-93e5-f9b6a9b8727c,81d68b43-c006-4ee2-b194-cb39a3308030,18.84,2,37.68,2025-09-20T08:48:01.606983,2025-09-20T08:48:01.606983
a60e9c39-9ae1-4cc7-981a-4ec56db7d27d,a5fdab12-f3aa-4bb3-8609-5f330600bede,66c8bceb-921f-4988-9219-adf4b01457aa,19.12,1,19.12,2025-09-20T05:34:46.036899,2025-09-20T05:34:46.036899
